recall,prec,specificity,accuracy,AUC,run time(s),F1 score,no_trees,dataset
0.96,0.92728,0.96,0.9600200000000001,0.9418799999999999,0.674924087524414,0.96,20,iris
0.96,0.9303000000000001,0.96,0.96,0.9427399999999999,0.048000335693359375,0.96,2,iris
0.96,0.9418199999999999,0.97,0.9666600000000001,0.95048,0.1516789436340332,0.9649999999999999,5,iris
0.96,0.9138400000000001,0.95,0.9533200000000001,0.9339000000000001,0.3241859436035156,0.9550000000000001,10,iris
0.9400000000000001,0.94666,0.97,0.95998,0.9396000000000001,0.669688367843628,0.9550000000000001,20,iris
0.9199999999999999,0.9414200000000001,0.97,0.9533400000000001,0.92934,0.046766471862792966,0.945,2,iris
0.9400000000000001,0.9400000000000001,0.97,0.95998,0.9400000000000001,0.15322523117065429,0.9549999999999998,5,iris
0.9200000000000002,0.92182,0.96,0.94666,0.91996,0.324052095413208,0.9400000000000001,10,iris
0.96,0.92364,0.96,0.96,0.9409600000000001,0.669837236404419,0.96,20,iris
0.96,0.8623200000000001,0.9199999999999999,0.9333199999999999,0.9061999999999999,0.04692959785461426,0.9400000000000001,2,iris
0.6599999999999999,0.7611600000000001,0.9,0.82,0.69302,0.15073423385620116,0.7799999999999999,5,iris
0.9400000000000001,0.9666599999999999,0.9800000000000001,0.9666599999999999,0.94908,0.3242471218109131,0.9600000000000002,10,iris
0.96,0.94848,0.97,0.96668,0.9512600000000001,0.6699204921722413,0.9650000000000001,20,iris
0.96,0.92364,0.96,0.96,0.9409600000000001,0.04904789924621582,0.96,2,iris
0.7200000000000001,0.97142,0.99,0.9,0.8231399999999999,0.15403156280517577,0.8549999999999999,5,iris
0.96,0.9156600000000001,0.95,0.9533400000000001,0.9338599999999999,0.3243569374084473,0.9549999999999998,10,iris
0.96,0.94666,0.97,0.9666599999999999,0.9513,0.6660282611846924,0.9650000000000001,20,iris
0.57424,0.7203600000000001,0.8825800000000001,0.78074,0.63166,0.04780282974243164,0.7284255599472991,2,wine
0.7454400000000001,0.8684799999999999,0.9416599999999999,0.8768,0.79992,0.15555291175842284,0.843560606060606,5,wine
0.8651399999999999,1.0,1.0,0.9551999999999999,0.9272400000000001,0.33184309005737306,0.9325757575757578,10,wine
0.9833400000000001,0.9833400000000001,0.9916599999999999,0.98888,0.9833400000000001,0.6761704444885254,0.9875,20,wine
0.9833400000000001,0.7326400000000001,0.81592,0.87158,0.83836,0.047890758514404295,0.8996376811594201,2,wine
0.91364,0.8002800000000001,0.8822599999999999,0.8928,0.852,0.15775642395019532,0.8979413702239789,5,wine
0.9833400000000001,0.9692399999999999,0.98332,0.98332,0.9753000000000001,0.3285320281982422,0.9833333333333334,10,wine
1.0,0.95604,0.975,0.98332,0.9766199999999999,0.6801780223846435,0.9875,20,wine
0.74698,0.66592,0.8069000000000001,0.7869200000000001,0.69724,0.04966926574707031,0.7769268774703557,2,wine
0.8469599999999999,0.91896,0.9579599999999999,0.9212400000000001,0.8782,0.15642547607421875,0.9024703557312254,5,wine
0.9333400000000001,0.96668,0.98332,0.9666399999999999,0.9484999999999999,0.334415340423584,0.9583333333333334,10,wine
0.9818200000000001,0.8945000000000001,0.94058,0.9542399999999999,0.93528,0.6789039611816406,0.9611989459815546,20,wine
0.8651399999999999,0.79134,0.8825799999999999,0.8768,0.82308,0.04891610145568848,0.8738801054018446,2,wine
0.62878,0.9349999999999999,0.98332,0.86568,0.7443599999999999,0.15542221069335938,0.806060606060606,5,wine
0.91668,0.95258,0.9742599999999999,0.9549,0.9293999999999999,0.32994704246520995,0.9454710144927535,10,wine
0.9833400000000001,0.9538599999999999,0.9742599999999999,0.97712,0.9666399999999999,0.6784897327423096,0.9788043478260869,20,wine
0.67576,0.81334,0.92354,0.8414999999999999,0.7376600000000001,0.04924449920654297,0.7996541501976284,2,wine
0.7439600000000001,0.95778,0.98332,0.9042600000000001,0.8343,0.1536581039428711,0.8636363636363636,5,wine
1.0,0.9138599999999999,0.94926,0.96602,0.95312,0.32933945655822755,0.9746376811594203,10,wine
0.95,0.9666599999999999,0.9833400000000001,0.9722200000000001,0.9579599999999999,0.674959135055542,0.9666666666666666,20,wine
0.86668,0.65934,0.76592,0.79938,0.7457199999999999,0.04968576431274414,0.816304347826087,2,wine
0.7303,0.9800000000000001,0.9916599999999999,0.9049200000000001,0.83384,0.15457367897033691,0.8609848484848485,5,wine
0.83184,0.9777799999999999,0.9916599999999999,0.9385600000000001,0.89688,0.33078656196594236,0.9117424242424242,10,wine
0.95002,0.9679599999999999,0.98296,0.97188,0.9571999999999999,0.6816359519958496,0.9664855072463769,20,wine
0.9833400000000001,0.89542,0.9413199999999999,0.95522,0.9365400000000002,0.04925355911254883,0.9623188405797102,2,wine
0.8833200000000001,0.9328799999999999,0.96592,0.9382400000000001,0.9043000000000001,0.1539236068725586,0.9246376811594204,5,wine
1.0,0.9231,0.9575799999999999,0.97156,0.9593399999999999,0.32964434623718264,0.9788043478260869,10,wine
0.7985,1.0,1.0,0.93302,0.88462,0.6789899826049804,0.8992424242424242,20,wine
0.6788000000000001,0.6231,0.79818,0.7585,0.64096,0.04968805313110351,0.7384881422924902,2,wine
0.79698,1.0,1.0,0.9326800000000001,0.8845400000000001,0.15656909942626954,0.8984848484848484,5,wine
0.9469799999999999,0.9479600000000001,0.97462,0.9656800000000001,0.94676,0.3341654300689697,0.9608036890645588,10,wine
1.0,0.87476,0.9246399999999999,0.9496800000000001,0.93148,0.6917134284973144,0.9623188405797102,20,wine
0.9833400000000001,0.94284,0.96668,0.9722,0.96054,0.05035247802734375,0.975,2,wine
0.79848,0.9666599999999999,0.9833400000000001,0.9218999999999999,0.8703799999999999,0.1562042713165283,0.890909090909091,5,wine
0.74392,0.93864,0.9749800000000001,0.8987,0.8252200000000001,0.33353657722473146,0.8594696969696971,10,wine
1.0,0.95386,0.9749800000000001,0.98332,0.976,0.6791143417358398,0.9875,20,wine
0.9833400000000001,0.66776,0.75616,0.8313599999999999,0.7946399999999999,0.05259017944335938,0.8697463768115942,2,wine
0.71516,0.95778,0.98332,0.89412,0.81386,0.15484075546264647,0.8492424242424242,5,wine
0.9833400000000001,0.9692399999999999,0.98332,0.98332,0.9753000000000001,0.33145837783813475,0.9833333333333334,10,wine
0.96668,0.9846199999999999,0.9916599999999999,0.98332,0.9746,0.6800952434539795,0.9791666666666666,20,wine
0.37272,0.8512000000000001,0.9666599999999999,0.7699199999999999,0.50526,0.050503110885620116,0.6696969696969697,2,wine
0.7651600000000001,0.9162399999999999,0.95724,0.89314,0.8184000000000001,0.15505576133728027,0.8611989459815546,5,wine
0.74394,0.9800000000000001,0.9916599999999999,0.9098200000000001,0.84386,0.33147468566894533,0.8678030303030303,10,wine
0.9833400000000001,0.9393799999999999,0.9663,0.97188,0.95922,0.688645887374878,0.9748188405797101,20,wine
0.8621399999999999,0.60638,0.72248,0.7689600000000001,0.71022,0.050065803527832034,0.792292490118577,2,wine
0.6273000000000001,0.9550000000000001,0.98296,0.8650400000000001,0.7486400000000001,0.1577003002166748,0.8051218708827405,5,wine
0.86516,0.9664400000000001,0.98296,0.9438000000000001,0.9079599999999999,0.33445014953613283,0.9240612648221344,10,wine
0.91364,0.9818200000000001,0.9916599999999999,0.96602,0.9452200000000002,0.6881416320800782,0.9526515151515152,20,wine
0.9833400000000001,0.75416,0.8398399999999999,0.88726,0.8529,0.049469709396362305,0.9115942028985508,2,wine
0.56062,1.0,1.0,0.85426,0.7113,0.15887002944946288,0.7803030303030303,5,wine
0.8318200000000001,0.9800000000000001,0.9916599999999999,0.9385600000000001,0.8959400000000001,0.3306234359741211,0.9117424242424242,10,wine
0.8303200000000001,0.96334,0.98332,0.9326800000000001,0.8897,0.6842020988464356,0.9068181818181819,20,wine
0.88182,0.87486,0.9326000000000001,0.9157,0.87486,0.0498845100402832,0.9072134387351779,2,wine
0.7606200000000001,0.9833400000000001,0.9916599999999999,0.91536,0.85214,0.1560534954071045,0.8761363636363637,5,wine
0.9833400000000001,0.9547599999999999,0.97464,0.97744,0.96722,0.3323996067047119,0.9789855072463768,10,wine
0.96516,0.9227000000000001,0.9576,0.9601200000000001,0.9418200000000001,0.6825843334197998,0.9613801054018445,20,wine
0.86364,0.6110599999999999,0.72138,0.7683,0.71392,0.0505620002746582,0.7925065876152833,2,wine
0.9333400000000001,0.8619,0.9246399999999999,0.92744,0.8951399999999999,0.15570836067199706,0.9289855072463767,5,wine
0.8287799999999999,0.9818200000000001,0.9916599999999999,0.9379,0.8972800000000001,0.33181157112121584,0.9102272727272729,10,wine
1.0,0.95604,0.975,0.98332,0.9766199999999999,0.6801648616790772,0.9875,20,wine
0.8106399999999999,0.7679799999999999,0.8663000000000001,0.8483599999999999,0.77964,0.050938987731933595,0.8384552042160737,2,wine
0.49088000000000004,1.0,1.0,0.8313599999999999,0.6530600000000001,0.15577349662780762,0.7454545454545455,5,wine
0.9833400000000001,0.9679599999999999,0.98296,0.983,0.9746,0.3312962532043457,0.9831521739130435,10,wine
0.8621399999999999,1.0,1.0,0.95458,0.9197200000000001,0.6782077789306641,0.931060606060606,20,wine
0.6409199999999999,0.74956,0.87462,0.7977000000000001,0.678,0.05046024322509766,0.7577733860342556,2,wine
0.6606,1.0,1.0,0.8876,0.79312,0.15659384727478026,0.8303030303030304,5,wine
0.9318200000000001,0.8939199999999999,0.9402200000000001,0.93726,0.90992,0.33446378707885743,0.9360177865612649,10,wine
0.8954599999999999,0.9692399999999999,0.9833400000000001,0.95458,0.92624,0.6770759582519531,0.9393939393939392,20,wine
0.9666599999999999,0.8546199999999999,0.9163,0.93302,0.9055199999999999,0.05172262191772461,0.9414855072463769,2,wine
0.7969600000000001,1.0,1.0,0.9326599999999999,0.8823000000000001,0.15677518844604493,0.8984848484848484,5,wine
0.9833400000000001,0.924,0.9576,0.966,0.9513,0.33803796768188477,0.9704710144927535,10,wine
0.96516,0.97142,0.9833400000000001,0.97744,0.9663999999999999,0.683079195022583,0.9742424242424242,20,wine
0.81212,0.8091000000000002,0.89962,0.8709199999999999,0.80784,0.053055429458618165,0.8558794466403163,2,wine
0.7802800000000001,1.0,1.0,0.9270999999999999,0.8728200000000002,0.15610260963439943,0.8901515151515152,5,wine
0.9333400000000001,0.93334,0.9663,0.95522,0.9326000000000001,0.3576682090759277,0.9498188405797101,10,wine
0.96516,0.95604,0.975,0.97188,0.9583999999999999,0.6840733528137207,0.9700757575757575,20,wine
0.8636600000000001,0.6107,0.7231799999999999,0.7699400000000001,0.71434,0.05081310272216797,0.7934123847167326,2,wine
0.9484999999999999,0.94066,0.96668,0.96078,0.9423999999999999,0.16065435409545897,0.9575757575757574,5,wine
0.72424,0.9833400000000001,0.9916599999999999,0.9036,0.8225999999999999,0.33453736305236814,0.8579545454545455,10,wine
1.0,0.95604,0.975,0.98332,0.9766199999999999,0.6811786651611328,0.9875,20,wine
0.7303,0.7419600000000001,0.87392,0.82614,0.7333000000000001,0.05090665817260742,0.8021080368906457,2,wine
0.79848,1.0,1.0,0.933,0.88554,0.15714006423950194,0.8992424242424242,5,wine
0.9136600000000001,0.88734,0.9413,0.93234,0.89872,0.3341017246246338,0.9274703557312254,10,wine
1.0,0.9393799999999999,0.9663,0.97744,0.96792,0.6835755348205567,0.9831521739130435,20,wine
0.9833400000000001,0.5708200000000001,0.62248,0.7421599999999999,0.72092,0.051761722564697264,0.8028985507246377,2,wine
0.84698,0.9800000000000001,0.9916599999999999,0.94378,0.9080600000000001,0.15808043479919434,0.9193181818181818,5,wine
1.0,0.95604,0.975,0.98332,0.9766199999999999,0.33495407104492186,0.9875,10,wine
0.9333400000000001,0.9692399999999999,0.9833400000000001,0.96668,0.9474199999999999,0.6808070182800293,0.9583333333333333,20,wine
0.8833400000000001,0.8054399999999999,0.8916599999999999,0.8888999999999999,0.8409600000000002,0.051874303817749025,0.8875,2,wine
0.76212,1.0,1.0,0.9212400000000001,0.86348,0.1582707405090332,0.8810606060606061,5,wine
0.9318200000000001,1.0,1.0,0.97744,0.9636000000000001,0.33496832847595215,0.965909090909091,10,wine
0.93032,0.95142,0.97464,0.9601200000000001,0.93864,0.6797411918640137,0.9524703557312254,20,wine
0.55304,0.7922,0.9315200000000001,0.80654,0.6472800000000001,0.05176529884338379,0.7422760210803687,2,wine
0.8666599999999999,0.9818200000000001,0.9916599999999999,0.95,0.9184599999999999,0.15729618072509766,0.9291666666666666,5,wine
0.91668,0.9679599999999999,0.98296,0.96078,0.93732,0.3314033508300781,0.9498188405797101,10,wine
0.95002,0.9833400000000001,0.9916599999999999,0.97776,0.9659400000000001,0.6871633052825927,0.9708333333333332,20,wine
0.77728,0.5135,0.63044,0.6794,0.61374,0.05265541076660156,0.7038537549407115,2,wine
0.69696,0.9550000000000001,0.98332,0.88824,0.80242,0.15916776657104492,0.8401515151515152,5,wine
0.9833400000000001,0.9692399999999999,0.98332,0.98332,0.9753000000000001,0.3372045993804932,0.9833333333333334,10,wine
0.86364,0.91212,0.9576,0.92648,0.8868200000000002,0.6833239555358886,0.9106225296442687,20,wine
0.91516,0.64744,0.73876,0.79706,0.75334,0.05209684371948242,0.8269598155467721,2,wine
0.7636200000000001,1.0,1.0,0.92156,0.86242,0.15813755989074707,0.8818181818181818,5,wine
1.0,0.9692399999999999,0.98332,0.98888,0.984,0.33374581336975095,0.9916666666666668,10,wine
0.95,1.0,1.0,0.98332,0.9731200000000001,0.6872004985809326,0.975,20,wine
0.8106,0.6648200000000001,0.7906000000000001,0.7977000000000001,0.72582,0.06720457077026368,0.8005928853754941,2,wine
0.7954600000000001,1.0,1.0,0.9323600000000001,0.8843799999999999,0.16416621208190918,0.8977272727272727,5,wine
0.8090999999999999,0.9818200000000001,0.9916599999999999,0.9317,0.87782,0.33346781730651853,0.9003787878787879,10,wine
0.96668,1.0,1.0,0.98888,0.9826,0.683920955657959,0.9833333333333332,20,wine
0.8484999999999999,0.7921400000000001,0.88188,0.87056,0.81648,0.052018260955810545,0.8651844532279315,2,wine
0.96516,0.9393800000000001,0.9666599999999999,0.96632,0.9504400000000001,0.15659136772155763,0.965909090909091,5,wine
0.9833400000000001,0.874,0.92426,0.94378,0.92272,0.33580718040466306,0.9538043478260869,10,wine
0.93184,0.9664400000000001,0.98296,0.966,0.94772,0.6808667182922363,0.9573945981554676,20,wine
0.86366,0.7447,0.8405799999999999,0.8483599999999999,0.78918,0.053294134140014646,0.8521080368906457,2,wine
0.5909,0.94666,0.98296,0.85326,0.7219800000000001,0.15717763900756837,0.7869400527009224,5,wine
0.9818200000000001,0.9664400000000001,0.98296,0.98268,0.9738199999999999,0.3339096546173096,0.9823945981554678,10,wine
0.96668,0.96668,0.98332,0.97776,0.96668,0.6825709342956543,0.975,20,wine
0.7091000000000001,0.70874,0.8569000000000001,0.8081799999999999,0.70702,0.054262828826904294,0.7829874835309617,2,wine
0.8318200000000001,0.9818200000000001,0.9916599999999999,0.9385600000000001,0.8975200000000001,0.15906920433044433,0.9117424242424242,5,wine
0.9666599999999999,0.95,0.97464,0.9719,0.9579599999999999,0.33394708633422854,0.9706521739130436,10,wine
0.88032,0.9833400000000001,0.9916599999999999,0.9549,0.92606,0.6801601409912109,0.9359848484848484,20,wine
0.74596,0.77074,0.8655200000000001,0.82094,0.75496,0.0562443733215332,0.8057449997140465,2,cancer
0.23070000000000004,1.0,1.0,0.7134000000000001,0.37314,0.17127885818481445,0.6153377630121817,5,cancer
0.7313400000000001,0.9587199999999999,0.9803000000000001,0.88756,0.8283400000000001,0.3585929870605469,0.855830395811562,10,cancer
0.8299,0.9728600000000001,0.98598,0.9278600000000001,0.8947800000000001,0.7300735473632812,0.9079470362225031,20,cancer
0.84894,0.80182,0.87392,0.86462,0.82372,0.05683779716491699,0.8614262448073454,2,cancer
0.5751799999999999,1.0,1.0,0.84178,0.72858,0.17238807678222656,0.7875968992248061,5,cancer
0.8958999999999999,0.9473800000000001,0.9692399999999999,0.94198,0.9200600000000001,0.35715513229370116,0.9325756866782087,10,cancer
0.8021999999999998,0.96126,0.9804999999999999,0.9141,0.8742599999999999,0.7291361331939697,0.8913656356745122,20,cancer
0.53246,0.5444599999999999,0.7365400000000001,0.6605399999999999,0.53754,0.0563927173614502,0.634494434306095,2,cancer
0.57064,1.0,1.0,0.84008,0.7247,0.174745512008667,0.7853266888150608,5,cancer
0.8402,0.99,0.99436,0.93688,0.9070199999999999,0.3563677310943604,0.9172827663656357,10,cancer
0.9106400000000001,0.9421200000000001,0.9664200000000001,0.9456200000000001,0.9259000000000001,0.7412350177764893,0.9385315770592548,20,cancer
0.8916000000000001,0.86168,0.91332,0.90526,0.8758800000000001,0.058361148834228514,0.9024623841238647,2,cancer
