recall,prec,specificity,accuracy,AUC,run time(s),F1 score,depth,dataset
0.95002,0.9097199999999999,0.9496399999999999,0.9496800000000001,0.92782,0.01063675880432129,0.9498188405797101,4,wine
0.91668,0.9325800000000001,0.9666599999999999,0.95,0.9229800000000001,0.012195682525634766,0.9416666666666667,8,wine
0.8486,0.881,0.9219799999999999,0.8947800000000001,0.8591000000000001,0.014837694168090821,0.8853016028990481,1,cancer
0.8958,0.8967,0.9382399999999999,0.9224600000000001,0.8960000000000001,0.018970298767089843,0.9374798532798859,2,cancer
0.90542,0.92074,0.95252,0.9350400000000001,0.91164,0.02519388198852539,0.9289758577303614,4,cancer
0.90112,0.89704,0.9382999999999999,0.9244200000000001,0.89868,0.029500198364257813,0.9197047270704329,8,cancer
0.78782,0.8920199999999999,0.9382400000000001,0.88222,0.83342,0.014421558380126953,0.8630406469826714,1,cancer
0.8865000000000001,0.8857199999999998,0.9273199999999999,0.9122,0.8815799999999999,0.01811494827270508,0.9459555784318313,2,cancer
0.8722,0.9373199999999999,0.9636800000000001,0.92968,0.90208,0.024973535537719728,0.908497041681614,4,cancer
0.9388799999999999,0.85488,0.9046999999999998,0.9174,0.8938,0.027326107025146484,0.9217826337872195,8,cancer
0.82502,0.89786,0.9413,0.89808,0.8577199999999999,0.01442861557006836,0.883171119741706,1,cancer
0.8916000000000001,0.8723599999999999,0.9214799999999999,0.9103200000000001,0.8810399999999999,0.018546152114868163,0.9271781204019984,2,cancer
0.9008800000000001,0.8850200000000001,0.9298599999999999,0.91906,0.8921999999999999,0.025127172470092773,0.9070811821835406,4,cancer
0.91486,0.9044399999999999,0.9413199999999999,0.93148,0.90884,0.03108806610107422,0.9297094583001888,8,cancer
0.8302400000000001,0.8941399999999999,0.92996,0.8928200000000001,0.8533999999999999,0.014878416061401367,0.8801006296174982,1,cancer
0.89624,0.91578,0.94952,0.9296599999999999,0.90518,0.018536853790283202,0.9413920213789195,2,cancer
0.89184,0.8843,0.9299,0.9156599999999999,0.88704,0.025237131118774413,0.9129541460650206,4,cancer
0.9339000000000001,0.9009199999999999,0.9383199999999998,0.93666,0.9165199999999999,0.030365848541259767,0.9360945388090818,8,cancer
0.8064,0.9174200000000001,0.9551399999999999,0.8997400000000001,0.8565799999999999,0.01518545150756836,0.8807741149740822,1,cancer
0.8867200000000001,0.89672,0.93836,0.9191,0.89054,0.018549776077270506,0.932218309859155,2,cancer
0.88636,0.9180999999999999,0.9523999999999999,0.92782,0.90098,0.025404024124145507,0.9259149210508528,4,cancer
0.9010999999999999,0.89578,0.93568,0.92282,0.89756,0.031455183029174806,0.9183940854428899,8,cancer
0.84862,0.8850000000000001,0.9329000000000001,0.9015600000000001,0.8643600000000001,0.016698455810546874,0.8907593493779213,1,cancer
0.9056600000000001,0.8909600000000001,0.93272,0.92264,0.8972,0.018954992294311523,0.9341860595095117,2,cancer
0.8956799999999999,0.8935000000000001,0.93566,0.9208399999999999,0.89338,0.025743436813354493,0.905365981418225,4,cancer
0.90122,0.9022600000000001,0.94126,0.9263399999999999,0.9010400000000001,0.027911615371704102,0.9206008011895663,8,cancer
0.8538399999999999,0.86736,0.9187199999999999,0.8945400000000001,0.8582599999999999,0.015107250213623047,0.8862804085494881,1,cancer
0.87784,0.8915199999999999,0.93578,0.91418,0.8836999999999999,0.01905546188354492,0.9332066039648745,2,cancer
0.906,0.9110199999999999,0.94672,0.9315200000000001,0.9077999999999999,0.02480969429016113,0.9389991759341578,4,cancer
0.9242800000000001,0.8703200000000001,0.9159999999999998,0.91914,0.8953599999999999,0.03018651008605957,0.9201270283197897,8,cancer
0.81616,0.89648,0.94396,0.8963800000000001,0.85412,0.015480661392211914,0.880071644336302,1,cancer
0.8867,0.9018,0.9409999999999998,0.9207599999999999,0.89322,0.022854328155517578,0.9312677746062941,2,cancer
0.9105399999999999,0.9116,0.9438199999999999,0.9313800000000001,0.9088200000000001,0.02541012763977051,0.9445042347105892,4,cancer
0.9105399999999999,0.89718,0.93538,0.9260999999999999,0.90236,0.029755783081054688,0.9229636865118358,8,cancer
0.79268,0.92052,0.95792,0.8963599999999999,0.84956,0.015538454055786133,0.8753165634634682,1,cancer
0.8914799999999999,0.88642,0.9244199999999999,0.91218,0.8842599999999999,0.019359874725341796,0.9312977347287863,2,cancer
0.901,0.9035599999999999,0.9409599999999999,0.9260400000000001,0.9009400000000001,0.025769376754760744,0.9076270283197895,4,cancer
0.9009,0.91076,0.9466399999999998,0.92958,0.90528,0.029132890701293945,0.9237606517658925,8,cancer
0.81196,0.91692,0.9493600000000001,0.89808,0.85544,0.015471172332763673,0.8806670773997993,1,cancer
0.9339000000000001,0.90136,0.9384599999999998,0.9367800000000001,0.91692,0.019120073318481444,0.9500309349637879,2,cancer
0.90122,0.91252,0.9468,0.9298,0.9055199999999999,0.02610297203063965,0.9066992393638316,4,cancer
0.9007800000000001,0.89808,0.9358000000000001,0.9228,0.8974,0.030361270904541014,0.9182866579320887,8,cancer
